There are/is 299 red points in image
The full report is: 
{:rgb=>"0,67,145", :percent=>0.0, :quantity=>4}
{:rgb=>"0,67,146", :percent=>0.0, :quantity=>4}
{:rgb=>"0,70,148", :percent=>0.0, :quantity=>4}
{:rgb=>"0,75,146", :percent=>0.0, :quantity=>4}
{:rgb=>"0,73,148", :percent=>0.0, :quantity=>4}
{:rgb=>"0,75,148", :percent=>0.0, :quantity=>4}
{:rgb=>"0,74,148", :percent=>0.0, :quantity=>4}
{:rgb=>"14,77,146", :percent=>0.0, :quantity=>4}
{:rgb=>"21,78,145", :percent=>0.0, :quantity=>4}
{:rgb=>"22,78,145", :percent=>0.0, :quantity=>4}
{:rgb=>"21,78,147", :percent=>0.0, :quantity=>4}
{:rgb=>"22,79,150", :percent=>0.0, :quantity=>4}
